Blue Ban 1,Red Ban 1,Blue Ban 2,Red Ban 2,Blue Ban 3,Red Ban 3,Blue Pick 1,Red Pick 1,Red Pick 2,Blue Pick 2,Blue Pick 3,Red Pick 3,Red Ban 4,Blue Ban 4,Red Ban 5,Blue Ban 5,Red Pick 4,Blue Pick 4,Blue Pick 5,Red Pick 5
Nocturne,Volibear,Akali,Kalista,Varus,LeBlanc,Viego,Thresh,Diana,Aphelios,Nautilus,Jinx,Nidalee,Lee Sin,Sylas,Renekton,Jayce,Xin Zhao,Orianna,Kled
Gragas,Samira,Nidalee,Taliyah,Lucian,Akali,Pantheon,Kai'Sa,Olaf,Aphelios,Thresh,Sett,Twisted Fate,Zoe,Kennen,Jayce,Syndra,Viktor,Gnar,Renekton
Thresh,Renekton,Akali,Lucian,Karma,Nocturne,Rumble,Senna,Tahm Kench,Sett,Ezreal,Diana,Yuumi,Yasuo,Lee Sin,Gnar,Gwen,Jayce,Nautilus,Twisted Fate
Lulu,Lucian,Senna,Lee Sin,Kennen,Udyr,Gwen,Rumble,Varus,Renekton,Nidalee,Gangplank,Ezreal,Thresh,Sivir,Tahm Kench,Leona,Jhin,Alistar,Tristana
Karma,Kalista,Gwen,Xin Zhao,Senna,Akali,Renekton,Viego,Rumble,Diana,Lee Sin,Nautilus,Leona,Sylas,Thresh,Sett,Nocturne,Braum,Ezreal,Tristana
Seraphine,Udyr,Graves,Azir,Twisted Fate,Rell,Lillia,Orianna,Kai'Sa,Renekton,Syndra,Gragas,Xayah,Olaf,Senna,Hecarim,Alistar,Kalista,Jarvan IV,Kayn
Camille,Samira,Twisted Fate,Kai'Sa,Akali,Aphelios,Zoe,Miss Fortune,Olaf,Xayah,Leona,Syndra,Ornn,Irelia,Nidalee,Thresh,Gnar,Pantheon,Jayce,Alistar
Nocturne,Aphelios,Tristana,Jinx,Lillia,Gragas,Thresh,Hecarim,Alistar,Udyr,Caitlyn,Kai'Sa,Sylas,Jayce,Azir,Twisted Fate,Orianna,Viktor,Renekton,Gnar
Olaf,Zoe,Alistar,Lillia,Nidalee,Udyr,Seraphine,Graves,Gnar,Kai'Sa,Kayn,Samira,Gangplank,Twisted Fate,Gragas,Rell,Leona,Camille,Shen,Azir
Irelia,Ziggs,Sylas,Rumble,Akali,Xin Zhao,Aphelios,Viego,Jinx,Thresh,Olaf,Leona,Camille,Volibear,Renekton,LeBlanc,Orianna,Azir,Jayce,Zac
Camille,Renekton,Akali,Nocturne,Lulu,Lee Sin,Karma,Nautilus,Xin Zhao,Ezreal,Nidalee,Kalista,Sett,LeBlanc,Wukong,Ryze,Gwen,Volibear,Viego,Zoe
Kai'Sa,Taliyah,Senna,Renekton,Olaf,Gragas,Twisted Fate,Azir,Udyr,Nidalee,Pantheon,Rell,Vayne,Aatrox,Thresh,Samira,Ornn,Kalista,Jarvan IV,Tristana
Zoe,Akali,Taliyah,Aatrox,Pantheon,Olaf,Kai'Sa,Jhin,Alistar,Graves,Sett,Nidalee,Orianna,Renekton,Galio,Malphite,Viktor,Twisted Fate,Camille,Jax
Sett,Xin Zhao,Kalista,Thresh,Renekton,Diana,Viego,Nocturne,Volibear,Akali,Tristana,LeBlanc,Leona,Varus,Lucian,Karma,Kai'Sa,Lee Sin,Nautilus,Braum
Kalista,Lillia,Aphelios,Udyr,Renekton,Lucian,Kai'Sa,Rell,Hecarim,Syndra,Gragas,Azir,Sion,Gnar,Olaf,Tristana,Xayah,Rek'Sai,Leona,Camille
Gnar,Kalista,Seraphine,Thresh,Lillia,Hecarim,Udyr,Renekton,Tristana,Senna,Volibear,Nidalee,Tahm Kench,Rell,Azir,Orianna,Viktor,Zoe,Karma,Nautilus
Gwen,Thresh,Varus,Lulu,Ezreal,Renekton,Rumble,Lee Sin,Udyr,Viego,Lucian,Akali,Senna,Tristana,Leona,Nautilus,Kai'Sa,Xayah,Rakan,Alistar
Kalista,Nocturne,Karma,Lulu,Lee Sin,Akali,Rumble,Lucian,Diana,Viktor,Ezreal,Leona,Braum,Tristana,Rakan,Renekton,Viego,Nautilus,Xin Zhao,Gnar
Rumble,Lucian,Karma,Nocturne,Varus,Renekton,Lee Sin,Diana,Viego,Kalista,Akali,Sett,Gwen,Leona,Volibear,Thresh,Tahm Kench,Udyr,Senna,Ezreal
Akali,Renekton,Gwen,Nocturne,Karma,Lulu,Lee Sin,Thresh,Viego,LeBlanc,Kalista,Lissandra,Nautilus,Aphelios,Camille,Varus,Draven,Leona,Sett,Xin Zhao
Ziggs,Thresh,Nocturne,Ezreal,Renekton,Xin Zhao,Viego,Diana,Kalista,Varus,Lee Sin,Lucian,LeBlanc,Leona,Ryze,Gwen,Rell,Alistar,Syndra,Gnar
Zoe,Renekton,Twisted Fate,Rumble,Thresh,Gnar,Hecarim,Kai'Sa,Camille,Xayah,Rell,Udyr,Orianna,Alistar,Kennen,Sylas,Gragas,Viktor,Jayce,LeBlanc
Thresh,Kai'Sa,Rell,Alistar,Udyr,Lillia,Hecarim,Tristana,Olaf,Xayah,Renekton,Gnar,Ryze,Orianna,Rakan,Azir,Leona,Galio,Neeko,Ahri
Diana,Xin Zhao,Nidalee,Ziggs,LeBlanc,Varus,Lee Sin,Jayce,Aphelios,Viego,Twisted Fate,Thresh,Nautilus,Volibear,Leona,Olaf,Nocturne,Ezreal,Rakan,Galio
Twisted Fate,Taliyah,Samira,Sett,Aphelios,Kai'Sa,Kalista,Jhin,Pantheon,Olaf,Renekton,Azir,Ekko,Ornn,Zoe,Thresh,Gragas,Syndra,Jarvan IV,Alistar
Thresh,Nocturne,Xin Zhao,Akali,Karma,Renekton,Sett,Lee Sin,Ezreal,Rumble,Varus,Ryze,Rakan,Camille,Leona,Nautilus,Rell,Alistar,Viego,Aatrox
Irelia,Renekton,Lucian,Ryze,Jayce,Lee Sin,Syndra,Trundle,Thresh,Varus,Viego,Jinx,Gnar,Sylas,Leona,Camille,Twisted Fate,Braum,Kennen,Gangplank
Volibear,Sett,Nocturne,Akali,Viego,Lulu,Xin Zhao,Lee Sin,Kalista,Ezreal,Sylas,Nautilus,Leona,Azir,Braum,Gwen,LeBlanc,Alistar,Renekton,Gnar
Renekton,Twisted Fate,Sett,Olaf,Zoe,Lucian,Taliyah,Pantheon,Kai'Sa,Xayah,Azir,Irelia,Alistar,Gragas,Rakan,Malphite,Leona,Wukong,Rell,Evelynn
Rumble,Akali,Lucian,Xin Zhao,Thresh,Gwen,Lulu,Karma,Volibear,Hecarim,Kog'Maw,Varus,Viego,Nocturne,Lee Sin,Leona,Zoe,Ryze,Nautilus,Camille
Twisted Fate,Olaf,Aphelios,Pantheon,Gragas,Akali,Renekton,Lucian,Taliyah,Ekko,Kai'Sa,Ornn,Zoe,Xayah,Syndra,Tristana,Thresh,Viktor,Alistar,Ashe
Twisted Fate,Nidalee,Udyr,Samira,Taliyah,Xayah,Kai'Sa,Zoe,Pantheon,Syndra,Olaf,Vayne,Jayce,Gnar,Alistar,Leona,Aatrox,Sett,Ornn,Galio
Galio,Akali,Renekton,Samira,Aatrox,Lucian,Graves,Kai'Sa,Olaf,Aphelios,Thresh,Sett,Yone,Camille,Ornn,Zoe,Orianna,Syndra,Gragas,Irelia
Gnar,Renekton,Thresh,Gragas,Udyr,Hecarim,Tristana,Lillia,Alistar,Nocturne,Rell,Kai'Sa,Cho'Gath,Orianna,Karthus,Lucian,Jayce,Sion,Syndra,Azir
Senna,Viego,Karma,Xin Zhao,Kalista,Lulu,Lee Sin,Sett,Rumble,Renekton,Gwen,Gnar,Thresh,Varus,Tristana,Ezreal,Kai'Sa,Samira,Leona,Lucian
Nidalee,Akali,Syndra,Kai'Sa,Leona,Twisted Fate,Pantheon,Jhin,Lillia,Galio,Camille,Renekton,Gragas,Yone,Samira,Lucian,Zoe,Miss Fortune,Nautilus,Maokai
Skarner,Udyr,Rell,Lillia,Azir,Thresh,Caitlyn,Senna,Gragas,Twisted Fate,Graves,Tristana,Gnar,Seraphine,Morgana,Gangplank,Renekton,Aatrox,Lux,Nidalee
Seraphine,Aphelios,Renekton,Taliyah,Camille,Syndra,Kai'Sa,Olaf,Orianna,Alistar,Graves,Samira,Viktor,Rell,Rumble,Gnar,Rakan,Gragas,Azir,Sylas
Lillia,Twisted Fate,Orianna,Seraphine,Thresh,Caitlyn,Hecarim,Rell,Tristana,Alistar,Xayah,Udyr,Shen,Gnar,Syndra,Jayce,Viktor,Karma,Ryze,Renekton
Gwen,Sylas,LeBlanc,Viego,Thresh,Lee Sin,Xin Zhao,Tahm Kench,Olaf,Draven,Nautilus,Leona,Dr. Mundo,Orianna,Sett,Ziggs,Ashe,Aatrox,Akali,Lulu
Trundle,Kalista,Irelia,Thresh,Gwen,LeBlanc,Viego,Tristana,Xin Zhao,Alistar,Kai'Sa,Sylas,Ryze,Morgana,Orianna,Renekton,Taric,Cassiopeia,Sett,Dr. Mundo
Taliyah,Pantheon,Aphelios,Olaf,Gnar,Graves,Lillia,Renekton,Kai'Sa,Xayah,Volibear,Nidalee,Thresh,Ryze,Rakan,Gangplank,Rell,Zoe,Gragas,Jayce
Rumble,Kalista,Karma,Olaf,Renekton,Lucian,Udyr,Lulu,Xin Zhao,Ezreal,Nocturne,Akali,Bard,Kog'Maw,Twisted Fate,Senna,Jinx,Nautilus,Sylas,Tahm Kench
Lee Sin,Akali,Ziggs,Sylas,Swain,Viego,Xin Zhao,Renekton,Thresh,Aphelios,Nautilus,Jinx,LeBlanc,Trundle,Gwen,Diana,Orianna,Dr. Mundo,Viktor,Volibear
Graves,Pantheon,Camille,Kai'Sa,Leona,Olaf,Lillia,Taliyah,Samira,Renekton,Twisted Fate,Gnar,Xayah,Yone,Aphelios,Gragas,Rell,Vayne,Alistar,Sylas
Nidalee,Aphelios,Taliyah,Samira,Olaf,Kai'Sa,Orianna,Graves,Alistar,Udyr,Jhin,Miss Fortune,Rakan,Akali,Sett,Jayce,Gnar,Galio,Irelia,Syndra
Twisted Fate,Zoe,Thresh,Seraphine,Tristana,Syndra,Hecarim,Kai'Sa,Udyr,Orianna,Xayah,Viktor,Rakan,Morgana,Alistar,Rell,Renekton,Gnar,Leona,Galio
Lillia,Zoe,Alistar,Thresh,Gnar,Hecarim,Renekton,Rell,Udyr,Olaf,Orianna,Lucian,Gragas,Tristana,Nautilus,Quinn,Kai'Sa,Xayah,Rakan,Viktor
Zoe,Gnar,Twisted Fate,Lillia,Thresh,Jayce,Gragas,Hecarim,Alistar,Udyr,Kai'Sa,Tristana,Orianna,Sett,Ryze,Aatrox,Viktor,Leona,Renekton,Cho'Gath
Irelia,LeBlanc,Lucian,Twisted Fate,Xin Zhao,Lee Sin,Thresh,Varus,Syndra,Viego,Kalista,Trundle,Ekko,Nautilus,Zoe,Sett,Alistar,Camille,Orianna,Gangplank
Seraphine,Udyr,Pantheon,Camille,Irelia,Senna,Olaf,Kai'Sa,Orianna,Xayah,Twisted Fate,Hecarim,Jayce,Gragas,Gnar,Alistar,Rell,Rakan,Gangplank,Ivern
Gnar,Kalista,Samira,Camille,Taliyah,Renekton,Kai'Sa,Olaf,Xayah,Pantheon,Azir,Twisted Fate,Sett,Gangplank,Gragas,Jayce,Rakan,Ornn,Jarvan IV,Aatrox
Seraphine,Udyr,Renekton,Olaf,Zoe,Gnar,Rell,Kai'Sa,Lillia,Kayn,Samira,Gragas,Twisted Fate,Alistar,Galio,Yone,Sion,Aatrox,Ryze,Tristana
Twisted Fate,Udyr,Azir,Lillia,Skarner,Caitlyn,Rell,Thresh,Orianna,Jhin,Graves,Aphelios,Gnar,Aatrox,Gragas,Malphite,Hecarim,Ahri,Sion,Shen
Nidalee,Udyr,Lillia,Kai'Sa,Samira,Thresh,Olaf,Rell,Tristana,Alistar,Azir,Kayn,Xayah,Zoe,Kalista,Syndra,Viktor,Gnar,Lucian,Jayce
Sett,Samira,Gragas,Taliyah,Olaf,Pantheon,Nidalee,Renekton,Kai'Sa,Aphelios,Thresh,Lillia,Gnar,Nautilus,Volibear,Yone,Galio,Quinn,Zoe,Syndra
Lillia,Tristana,Nidalee,Olaf,Zoe,Aphelios,Pantheon,Kai'Sa,Graves,Leona,Xayah,Renekton,Aatrox,Seraphine,Syndra,Thresh,Orianna,Gnar,Azir,Nautilus
Lee Sin,Akali,Thresh,Ezreal,Viego,Olaf,Xin Zhao,Gwen,Nocturne,Jayce,Sylas,Sejuani,Varus,Rakan,Ziggs,Aphelios,Leona,Braum,Ashe,Kai'Sa
Zoe,Renekton,Orianna,Thresh,Gragas,Alistar,Rell,Tristana,Udyr,Kai'Sa,Lillia,Leona,Gnar,Camille,Azir,Wukong,Ryze,Twisted Fate,Jayce,Sion
Akali,Xin Zhao,Sett,Nocturne,Gwen,Thresh,Viego,Tristana,Renekton,Lee Sin,Diana,Karthus,Kalista,Jayce,Karma,Lucian,Nautilus,Kai'Sa,Leona,Camille
LeBlanc,Xin Zhao,Lucian,Akali,Nocturne,Thresh,Viego,Varus,Lee Sin,Diana,Renekton,Dr. Mundo,Kalista,Braum,Nautilus,Leona,Gwen,Tristana,Taric,Poppy
Gwen,Renekton,Ezreal,Tahm Kench,Lee Sin,,Lucian,Kalista,Rumble,Senna,Sett,Gnar,Nidalee,Azir,Udyr,Leona,Gragas,Diana,Jayce,Akali
Kalista,Varus,Thresh,Lee Sin,Twisted Fate,Viego,Xin Zhao,Dr. Mundo,Ezreal,Syndra,Tristana,Akali,Jayce,Volibear,Lulu,Pyke,Renekton,Camille,Alistar,Morgana
Gnar,Hecarim,Thresh,Renekton,Udyr,Lillia,Nidalee,Kai'Sa,Gragas,Sion,Orianna,Olaf,Kalista,Viktor,Tristana,Azir,Syndra,Senna,Tahm Kench,Rakan
Diana,Akali,Nocturne,Xin Zhao,Zoe,Viego,Lee Sin,Leona,Jayce,Varus,Twisted Fate,Ziggs,Nautilus,LeBlanc,Gwen,Nidalee,Graves,Dr. Mundo,Sett,Ornn
Diana,Karma,Akali,Ziggs,Nocturne,Xin Zhao,Lee Sin,Aphelios,Thresh,Gwen,Varus,Sett,Nautilus,Ryze,Leona,Volibear,Viego,LeBlanc,Rakan,Sylas
Camille,Udyr,Taliyah,Olaf,Seraphine,Syndra,Azir,Graves,Jhin,Lillia,Kai'Sa,Zoe,Gangplank,Rell,Alistar,Jayce,Nautilus,Gnar,Pantheon,Kennen
Camille,Pantheon,Rell,Akali,Olaf,Nidalee,Renekton,Kai'Sa,Zoe,Twisted Fate,Samira,Leona,Taliyah,Ornn,Alistar,Gnar,Graves,Galio,Lee Sin,Gragas
Lucian,Renekton,Ziggs,Diana,Jayce,Irelia,Lee Sin,Ryze,Viego,Aphelios,Thresh,Gnar,Kennen,Varus,LeBlanc,Jinx,Ezreal,Gangplank,Nidalee,Trundle
Diana,Xin Zhao,Tahm Kench,Thresh,Kalista,LeBlanc,Viego,Syndra,Leona,Varus,Nautilus,Jhin,Ryze,Volibear,Renekton,Zac,Olaf,Orianna,Gwen,Singed
Ziggs,Diana,Jayce,Leona,Thresh,Ryze,Renekton,Kalista,Lee Sin,Lillia,Sett,LeBlanc,Varus,Neeko,Braum,Gwen,Gnar,Aphelios,Alistar,Gragas
Gnar,Camille,Rell,Kai'Sa,Aatrox,Renekton,Udyr,Azir,Olaf,Aphelios,Thresh,Kalista,Zoe,Alistar,Syndra,Nautilus,Leona,Ekko,Sion,Gragas
Irelia,Rell,Gnar,Kai'Sa,Syndra,Udyr,Nidalee,Renekton,Lillia,Samira,Alistar,Lucian,Azir,Kalista,Sion,Aphelios,Galio,Aatrox,Viktor,Ezreal
Varus,Kalista,Xin Zhao,Sett,Lucian,Ezreal,Akali,Aphelios,Thresh,Volibear,Kai'Sa,Gnar,Viego,LeBlanc,Leona,Rumble,Lee Sin,Nocturne,Rakan,Orianna
Lulu,Varus,Kalista,Renekton,Ezreal,Lucian,Karma,Nocturne,Akali,Rumble,Sett,Kai'Sa,Twisted Fate,Nautilus,Caitlyn,Leona,Rakan,Gnar,Xayah,Volibear
Thresh,Gragas,Seraphine,Udyr,Irelia,Graves,Rell,Samira,Lillia,Kayn,Kalista,Alistar,Sion,Yone,Zoe,Azir,Viktor,Ornn,Syndra,Camille
Gragas,Thresh,Twisted Fate,Olaf,Hecarim,Udyr,Lillia,Alistar,Kayn,Renekton,Rell,Gnar,Jayce,Azir,Tristana,Jinx,Kai'Sa,Xayah,Orianna,Zoe
Camille,Taliyah,Pantheon,Olaf,Thresh,Renekton,Twisted Fate,Kai'Sa,Lillia,Graves,Sett,Lucian,Xayah,Alistar,Gragas,Leona,Galio,Samira,Ornn,Jax
Lucian,Lee Sin,Akali,Renekton,Volibear,Xin Zhao,Nocturne,Viego,Sett,Rumble,LeBlanc,Kalista,Varus,Lissandra,Tahm Kench,Nidalee,Diana,Aphelios,Thresh,Nautilus
Irelia,Ziggs,Kalista,Renekton,Diana,Jayce,Lee Sin,Ezreal,Olaf,Aphelios,Thresh,Lulu,Ryze,Leona,Twisted Fate,Lucian,Gragas,Orianna,Kennen,Wukong
Ezreal,Lucian,Gwen,Renekton,Lee Sin,Rumble,Karma,Senna,Udyr,Viego,Varus,Tahm Kench,Rell,Irelia,Gnar,Twisted Fate,Akali,Gangplank,Rakan,Jayce
LeBlanc,Trundle,Diana,Xin Zhao,Syndra,Lucian,Thresh,Twisted Fate,Viego,Volibear,Orianna,Varus,Aphelios,Camille,Lee Sin,Jayce,Braum,Ashe,Renekton,Gangplank
Ziggs,Xin Zhao,Thresh,Gwen,Irelia,Viego,Lee Sin,Lucian,Diana,Ryze,Kalista,Draven,Renekton,Camille,Gnar,Braum,Nautilus,Sett,Ornn,Tahm Kench
Diana,Olaf,LeBlanc,Xin Zhao,Jayce,Twisted Fate,Viego,Lee Sin,Ziggs,Volibear,Ryze,Leona,Aphelios,Camille,Ezreal,Jax,Renekton,Varus,Sett,Nidalee
Samira,Seraphine,Aphelios,Thresh,Rell,Renekton,Kai'Sa,Udyr,Xayah,Olaf,Twisted Fate,Azir,Gnar,Rakan,Camille,Gangplank,Alistar,Morgana,Gragas,Aatrox
Lucian,Aatrox,Akali,Kai'Sa,Taliyah,Samira,Nidalee,Zoe,Olaf,Aphelios,Thresh,Miss Fortune,Twisted Fate,Camille,Orianna,Alistar,Gnar,Jayce,Syndra,Leona
Ziggs,LeBlanc,Renekton,Thresh,Xin Zhao,Leona,Lucian,Viego,Varus,Diana,Jayce,Syndra,Draven,Malphite,Kalista,Tahm Kench,Kennen,Jhin,Alistar,Rell
Zoe,Akali,Camille,Gragas,Renekton,Jayce,Kai'Sa,Aatrox,Olaf,Pantheon,Orianna,Aphelios,Alistar,Thresh,Kennen,Twisted Fate,Viktor,Leona,Ryze,Galio
Lucian,Viego,Renekton,Lee Sin,Nocturne,Akali,Sett,Xin Zhao,Kalista,Rumble,Varus,Gnar,Jayce,Leona,Tahm Kench,Lulu,Azir,Sylas,Qiyana,Rakan
Renekton,Akali,LeBlanc,Lee Sin,Lulu,Nocturne,Viego,Varus,Camille,Diana,Sett,Nautilus,Kalista,Galio,Karma,Xin Zhao,Rek'Sai,Ezreal,Leona,Sylas
Yone,Seraphine,Lillia,Udyr,Rell,Gnar,Renekton,Gragas,Kai'Sa,Nidalee,Orianna,Lucian,Xayah,Taliyah,Aphelios,Skarner,Karthus,Senna,Tahm Kench,Braum
Akali,Lee Sin,Nocturne,Thresh,Rumble,Kalista,Ezreal,Kai'Sa,Diana,Xin Zhao,Sylas,Sett,Renekton,Qiyana,Karma,Rell,Viego,Gwen,Leona,Rakan
Kalista,Gwen,Karma,Udyr,Renekton,Tristana,Rumble,Lulu,Xin Zhao,Varus,Thresh,Leona,Viego,Ezreal,Nocturne,Kai'Sa,Samira,Lee Sin,Jayce,Gnar
LeBlanc,Kalista,Tahm Kench,Lee Sin,Xin Zhao,Irelia,Viego,Diana,Varus,Ziggs,Nautilus,Lucian,Gwen,Gangplank,Ryze,Braum,Leona,Sylas,Renekton,Jayce
Xin Zhao,Senna,Ezreal,Thresh,Lucian,Lulu,Lee Sin,Renekton,Diana,Rumble,Varus,Kai'Sa,Sett,Nocturne,Tahm Kench,Gwen,Nautilus,LeBlanc,Leona,Lissandra
Gragas,Rell,Thresh,Tristana,Gnar,Renekton,Kai'Sa,Senna,Hecarim,Lillia,Nocturne,Tahm Kench,Seraphine,Cassiopeia,Camille,Wukong,Lulu,Jayce,Rakan,Malphite
Nocturne,Karma,Viego,Akali,Varus,Renekton,Thresh,Gwen,Ezreal,Lee Sin,Jinx,Xin Zhao,Ryze,Zoe,Volibear,LeBlanc,Bard,Galio,Camille,Viktor
Xin Zhao,Lucian,Rumble,Akali,Tahm Kench,Leona,Ezreal,Lee Sin,Kalista,Udyr,Gnar,Gwen,Azir,Gragas,Orianna,Thresh,Sett,Alistar,Ryze,Nautilus
Senna,Kalista,Seraphine,Renekton,Graves,Hecarim,Udyr,Lillia,Kai'Sa,Jinx,Thresh,Sion,Irelia,Yone,Syndra,Lucian,Leona,Orianna,Cho'Gath,Zoe
Thresh,Lucian,Karma,Kalista,Varus,Nocturne,Lee Sin,Viego,Sett,Rumble,Renekton,Diana,Galio,Ezreal,Lulu,Alistar,Ziggs,Sivir,Yuumi,Leona
Thresh,Nocturne,Nidalee,Udyr,Rell,Renekton,Seraphine,Tristana,Hecarim,Olaf,Kai'Sa,Alistar,Gnar,Azir,Sylas,Orianna,Syndra,Gragas,Galio,Aatrox
Olaf,Yone,Ornn,Akali,Syndra,Pantheon,Nidalee,Kai'Sa,Graves,Aphelios,Thresh,Zoe,Irelia,Alistar,Lucian,Leona,Sett,Renekton,Jayce,Kennen
Akali,Pantheon,Olaf,Taliyah,Renekton,Rumble,Samira,Camille,Kai'Sa,Rell,Graves,Lillia,Gnar,Alistar,Gragas,Yone,Galio,Mordekaiser,Orianna,Twisted Fate
Thresh,Seraphine,Azir,Udyr,Gragas,Renekton,Hecarim,Gnar,Olaf,Jayce,Zoe,Kai'Sa,Tristana,Rell,Senna,Syndra,Twisted Fate,Xayah,Leona,Alistar
Lulu,Rumble,Karma,Nocturne,Diana,Akali,Renekton,Lee Sin,Volibear,Nidalee,Viego,Gwen,Kai'Sa,Ezreal,Rell,Thresh,Leona,Tristana,Alistar,Varus
Gragas,Thresh,Azir,Kai'Sa,Twisted Fate,Olaf,Udyr,Tristana,Rell,Alistar,Gnar,Camille,Xayah,Galio,Kalista,Hecarim,Lillia,Orianna,Sivir,Lucian
Jayce,Kai'Sa,Camille,Udyr,Seraphine,Gragas,Samira,Renekton,Rell,Alistar,Lillia,Nidalee,Gnar,Vayne,Gangplank,Ezreal,Senna,Azir,Aatrox,Yone
Sylas,Xin Zhao,Ziggs,Varus,Thresh,Volibear,Lee Sin,Aphelios,Viego,Gwen,Ashe,Jayce,LeBlanc,Diana,Braum,Gragas,Nautilus,Alistar,Zac,Rumble
Aphelios,Xin Zhao,Kalista,Viego,Irelia,Diana,Renekton,Varus,Ryze,Ezreal,Orianna,Volibear,Lee Sin,Gnar,Rumble,Ornn,Dr. Mundo,Trundle,Leona,Taric
Gwen,Lee Sin,Sylas,Kalista,Irelia,Lucian,Viego,Ziggs,Renekton,Aphelios,Jayce,Wukong,Kennen,Zac,Thresh,Diana,Xin Zhao,Braum,LeBlanc,Rakan
Nidalee,Akali,Samira,Syndra,Olaf,Pantheon,Zoe,Kai'Sa,Lillia,Xayah,Leona,Sett,Hecarim,Gnar,Sejuani,Jayce,Renekton,Ornn,Lee Sin,Yone
Viego,Lucian,Nocturne,Xin Zhao,Ryze,Renekton,Diana,Lee Sin,Kalista,Ashe,Sett,LeBlanc,Lissandra,Jayce,Alistar,Neeko,Gnar,Leona,Gwen,Nautilus
Thresh,Seraphine,Camille,Hecarim,Gragas,Renekton,Lillia,Gnar,Orianna,Rell,Jayce,Olaf,Syndra,Alistar,Sion,Ezreal,Kai'Sa,Tristana,Viktor,Leona
Lucian,Lee Sin,Renekton,Nocturne,Nautilus,Sett,Karma,Rumble,Ezreal,Senna,Gwen,Lux,Udyr,Jayce,Viego,Ryze,Camille,Sylas,Volibear,Galio
Tristana,Syndra,Thresh,Pantheon,Taliyah,Olaf,Kai'Sa,Xayah,Orianna,Graves,Zoe,Nidalee,Gangplank,Renekton,Leona,Ornn,Camille,Gnar,Alistar,Rakan
Zoe,Gragas,Camille,Renekton,Graves,Kai'Sa,Aphelios,Pantheon,Thresh,Olaf,Orianna,Varus,Alistar,Gangplank,Gnar,Syndra,Azir,Rumble,Morgana,Jayce
Olaf,Diana,Gwen,Xin Zhao,Akali,Nocturne,Viego,Lee Sin,Varus,Aphelios,Thresh,Jayce,Wukong,Nautilus,Malphite,LeBlanc,Rakan,Ryze,Sett,Twisted Fate
Azir,Lucian,Akali,Rumble,Nocturne,Xin Zhao,Renekton,Kalista,Volibear,Nidalee,Varus,Orianna,Tahm Kench,Gragas,Rakan,Taric,Alistar,Gwen,Karma,Lee Sin
Thresh,Udyr,Graves,Senna,Alistar,Rell,Kai'Sa,Lucian,Lillia,Hecarim,Twisted Fate,Caitlyn,Shen,Morgana,Aatrox,Lux,Sion,Nautilus,Karma,Braum
Lucian,Taliyah,Akali,Renekton,Aphelios,Pantheon,Olaf,Graves,Zoe,Kai'Sa,Sett,Jhin,Twisted Fate,Maokai,Gragas,Gnar,Camille,Rell,Orianna,Alistar
Twisted Fate,Udyr,Rell,Olaf,Thresh,Renekton,Lillia,Senna,Tahm Kench,Ezreal,Gnar,Gangplank,Bard,Hecarim,Karma,Syndra,Kayn,Seraphine,Lucian,Zoe
Nidalee,Twisted Fate,Gnar,Zoe,Udyr,Olaf,Renekton,Kai'Sa,Pantheon,Taliyah,Rell,Lillia,Syndra,Alistar,Samira,Gragas,Ornn,Vayne,Azir,Thresh
Kalista,Ezreal,Nocturne,Lee Sin,Akali,Sett,Varus,Xin Zhao,Karma,Rumble,Renekton,Jhin,Thresh,Gwen,Jayce,Azir,Leona,Tahm Kench,Lucian,Wukong
Twisted Fate,Zoe,Skarner,Graves,Thresh,Syndra,Udyr,Rell,Kai'Sa,Xayah,Orianna,Corki,Rakan,Lillia,Alistar,Hecarim,Jarvan IV,Jayce,Leona,Ornn
Gragas,Udyr,Rell,Seraphine,Taliyah,Aphelios,Nidalee,Kai'Sa,Renekton,Xayah,Volibear,Kindred,Thresh,Nautilus,Rakan,Twisted Fate,Galio,Alistar,Syndra,Viktor
Renekton,Olaf,Thresh,Syndra,Diana,Xin Zhao,Viego,Irelia,Ziggs,LeBlanc,Kalista,Nautilus,Taric,Volibear,Leona,Sejuani,Zac,Alistar,Tahm Kench,Aatrox
Sett,Ziggs,Varus,Aphelios,Lillia,Ryze,Diana,Lucian,Kalista,Jayce,Leona,Wukong,Ashe,Rumble,Sylas,Gwen,Gragas,Miss Fortune,Yasuo,Alistar
Senna,Kalista,Akali,Lulu,Xin Zhao,Karma,Renekton,Diana,Viego,Rumble,Lee Sin,Sett,Thresh,Kai'Sa,Leona,Ryze,Tristana,Ezreal,Rakan,Galio
Gragas,Renekton,Thresh,Gnar,Udyr,Hecarim,Tristana,Rell,Lillia,Nidalee,Alistar,Kai'Sa,Jayce,Sion,Nocturne,Malphite,Lucian,Kennen,Sett,Camille
Samira,Twisted Fate,Nidalee,Udyr,Xayah,Zoe,Kai'Sa,Thresh,Pantheon,Gragas,Orianna,Aphelios,Olaf,Azir,Sett,Jayce,Gnar,Aatrox,Elise,Syndra
Gwen,Xin Zhao,Kalista,Viego,Gnar,Irelia,Diana,Lee Sin,Varus,Renekton,Lucian,LeBlanc,Nautilus,Dr. Mundo,Aphelios,Leona,Thresh,Xayah,Rakan,Ornn
Lucian,Nidalee,Udyr,Tristana,Renekton,Thresh,Rell,Kai'Sa,Lillia,Hecarim,Aphelios,Sion,Gnar,Yone,Aatrox,Alistar,Janna,Gragas,Azir,Olaf
